Unnamed: 0,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
23334,17, Private,41838, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15.0, United-States, <=50K
436,38, State-gov,230420, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50.0, United-States, >50K
17877,33, Private,143547, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
20875,31, Private,116878, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
2921,38, Private,101342, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40.0, United-States, <=50K
10198,30, Local-gov,115784, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60.0, United-States, <=50K
17056,23, Private,196529, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,40.0, United-States, <=50K
8802,45, Local-gov,168071, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,1579,40.0, United-States, <=50K
16500,57, Self-emp-not-inc,42215, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40.0, United-States, >50K
2075,29, Local-gov,133963, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20.0, United-States, <=50K
13171,29, Local-gov,281990, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,55.0, Mexico, <=50K
24209,43, Private,237691, Bachelors,13, Married-spouse-absent, Sales, Not-in-family, Black, Male,0,0,40.0, United-States, <=50K
19238,53, Self-emp-not-inc,184852, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,40.0, United-States, <=50K
30824,40, Self-emp-not-inc,383067, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40.0, United-States, >50K
16856,24, Private,176402, Assoc-acdm,12, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
32500,38, Federal-gov,373373, Prof-school,15, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40.0, United-States, >50K
10187,21, Local-gov,252185, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40.0, United-States, <=50K
642,47, Local-gov,374626, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36.0, United-States, <=50K
21554,22, Private,93215, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40.0, United-States, <=50K
20572,31, Private,121767, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40.0, United-States, <=50K
14588,20, Private,183528, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,40.0, United-States, <=50K
1578,28, Local-gov,470182, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,35.0, England, <=50K
7105,57, Private,187241, 7th-8th,4, Separated, Farming-fishing, Not-in-family, White, Male,0,0,50.0, United-States, <=50K
28251,29, Private,74895, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,40.0, United-States, <=50K
18471,24, Private,94600, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
11672,18, Private,133432, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,5.0, United-States, <=50K
27702,24, Local-gov,93147, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,35.0, United-States, <=50K
7169,44, Local-gov,141858, Some-college,10, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50.0, United-States, <=50K
11784,24, Self-emp-not-inc,200190, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,15.0, Mexico, <=50K
26627,43, Self-emp-not-inc,25005, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40.0, United-States, <=50K
17227,45, Self-emp-inc,369181, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40.0, United-States, >50K
31736,44, Self-emp-inc,181758, Some-college,10, Divorced, Farming-fishing, Own-child, White, Male,0,0,40.0, United-States, <=50K
5446,47, Self-emp-not-inc,133277, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48.0, United-States, >50K
16500,55, Private,216129, 12th,8, Married-civ-spouse, Sales, Husband, White, Male,0,0,40.0, United-States, >50K
5405,66, ?,138975, Doctorate,16, Married-civ-spouse, ?, Husband, White, Male,0,0,40.0, United-States, <=50K
6459,55, Private,62675, 10th,6, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,36.0, United-States, <=50K
29552,47, Private,227734, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,2002,50.0, United-States, <=50K
30725,36, Federal-gov,373818, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45.0, Mexico, >50K
11970,47, Private,323069, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,56.0, United-States, >50K
761,34, Private,209109, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40.0, United-States, >50K
30517,36, Private,142547, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99.0, ?, <=50K
15738,55, Private,124865, Assoc-acdm,12, Widowed, Tech-support, Unmarried, White, Female,0,1902,40.0, United-States, >50K
26104,55, Private,229826, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40.0, United-States, >50K
27841,48, Private,196761, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45.0, United-States, >50K
19096,46, Private,37411, 11th,7, Divorced, Craft-repair, Own-child, White, Male,0,0,45.0, United-States, <=50K
13076,32, Private,142327, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, ?, <=50K
19845,42, Private,12601, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40.0, United-States, <=50K
19806,40, Private,430250, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40.0, United-States, <=50K
3695,48, Private,68267, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40.0, United-States, >50K
18681,18, ?,1416338, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,12.0, United-States, <=50K
24658,50, Private,188808, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,50.0, United-States, <=50K
14423,19, Private,241271, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40.0, United-States, <=50K
21909,36, Local-gov,133917, Bachelors,13, Divorced, Tech-support, Not-in-family, Other, Male,3464,0,40.0, India, <=50K
27927,30, Private,50178, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40.0, United-States, >50K
25702,32, Private,252079, Bachelors,13, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,20.0, United-States, <=50K
9291,18, ?,179580, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40.0, United-States, <=50K
14938,24, Private,138768, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60.0, United-States, >50K
15558,51, Federal-gov,90014, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45.0, United-States, >50K
7154,53, Private,28619, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3411,0,40.0, United-States, <=50K
27396,40, Private,136996, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,38.0, United-States, >50K
30535,61, Private,108293, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, United-States, <=50K
21628,53, ?,210797, HS-grad,9, Divorced, ?, Unmarried, Amer-Indian-Eskimo, Female,0,0,25.0, United-States, <=50K
22445,52, Private,153436, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,20051,0,40.0, United-States, >50K
13566,48, Private,199411, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40.0, United-States, <=50K
23020,35, Private,140035, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48.0, United-States, >50K
12643,51, Local-gov,166210, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40.0, United-States, >50K
25372,56, Local-gov,136154, 7th-8th,4, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40.0, United-States, <=50K
8814,18, Local-gov,104625, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,20.0, United-States, <=50K
11213,36, Private,223212, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,48.0, United-States, <=50K
18338,46, Private,393247, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48.0, United-States, >50K
28554,45, State-gov,685625, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40.0, United-States, >50K
13536,27, Private,117059, Some-college,10, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40.0, United-States, <=50K
2480,26, Private,265353, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40.0, United-States, <=50K
32514,17, Private,102121, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,25.0, United-States, <=50K
21048,42, Private,205868, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,99999,0,40.0, United-States, >50K
14402,25, Private,69624, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50.0, United-States, <=50K
5306,27, Private,168343, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60.0, United-States, <=50K
9405,25, Local-gov,53437, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42.0, United-States, >50K
27542,23, Private,116960, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40.0, United-States, <=50K
22524,35, Private,472959, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40.0, United-States, <=50K
25844,31, Private,147036, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40.0, United-States, <=50K
15300,36, Local-gov,722257, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40.0, ?, <=50K
18359,20, Self-emp-not-inc,51262, Masters,14, Never-married, Sales, Own-child, White, Male,0,0,55.0, United-States, <=50K
12571,36, Private,121154, HS-grad,9, Married-spouse-absent, Other-service, Own-child, White, Female,0,0,20.0, United-States, <=50K
7379,30, Private,131534, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,1977,40.0, United-States, >50K
28551,42, Private,1022713, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,28.0, United-States, <=50K
24905,54, Self-emp-inc,163887, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45.0, United-States, >50K
2216,20, Federal-gov,188900, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,48.0, United-States, <=50K
14950,23, Private,204443, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,48.0, United-States, <=50K
8107,29, Federal-gov,115042, HS-grad,9, Separated, Tech-support, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
2990,46, Self-emp-not-inc,556644, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40.0, United-States, >50K
5201,72, Self-emp-not-inc,154047, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20.0, Mexico, <=50K
18306,41, Self-emp-not-inc,74397, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55.0, United-States, <=50K
7684,40, Self-emp-inc,188069, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,8.0, United-States, <=50K
31526,52, Self-emp-not-inc,389705, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45.0, United-States, <=50K
16244,51, Self-emp-not-inc,102146, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40.0, United-States, <=50K
7178,41, Self-emp-not-inc,141986, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40.0, China, >50K
14830,30, ?,60702, 11th,7, Never-married, ?, Own-child, White, Male,0,0,40.0, Canada, <=50K
7766,44, Private,618114, HS-grad,9, Never-married, Sales, Unmarried, White, Male,0,0,40.0, United-States, <=50K
11500,39, Private,164309, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,48.0, United-States, >50K
21977,40, Private,927491, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,45.0, United-States, >50K
8171,29, Private,166556, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40.0, United-States, <=50K
18251,70, ?,169132, Assoc-voc,11, Married-civ-spouse, ?, Husband, Black, Male,0,0,24.0, United-States, <=50K
28979,40, ?,128725, Some-college,10, Married-civ-spouse, ?, Husband, Black, Male,0,0,40.0, United-States, <=50K
25281,36, Private,53835, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40.0, United-States, >50K
1560,23, Private,75920, Assoc-voc,11, Never-married, Sales, Own-child, White, Male,10520,0,70.0, United-States, >50K
31093,28, Private,194737, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, United-States, <=50K
27212,74, Private,159653, Some-college,10, Widowed, ?, Not-in-family, White, Female,0,0,40.0, United-States, >50K
30198,27, Private,69149, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50.0, United-States, >50K
17418,22, Private,186151, Some-college,10, Never-married, Sales, Other-relative, White, Female,0,0,30.0, United-States, <=50K
3894,29, Private,964514, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40.0, United-States, <=50K
3793,70, Private,98155, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35.0, United-States, <=50K
19569,37, Private,157262, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36.0, United-States, >50K
2051,51, ?,192860, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40.0, United-States, <=50K
9345,49, Private,216160, Some-college,10, Never-married, Sales, Not-in-family, White, Male,2597,0,40.0, Poland, <=50K
24134,24, ?,1014639, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40.0, United-States, <=50K
29914,36, Private,95885, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3137,0,65.0, United-States, <=50K
17258,23, Private,140187, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,62.0, United-States, <=50K
11643,17, ?,334058, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,24.0, United-States, <=50K
1712,24, Private,117789, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,80.0, United-States, <=50K
19008,44, Private,167170, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35.0, United-States, <=50K
9500,58, Private,171545, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40.0, United-States, >50K
12723,37, Private,120131, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50.0, United-States, >50K
24250,19, Private,104613, Masters,14, Never-married, Exec-managerial, Own-child, Black, Male,0,0,50.0, United-States, <=50K
17851,23, Local-gov,186420, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52.0, United-States, <=50K
9872,54, Private,161638, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25.0, United-States, >50K
30535,20, Local-gov,153416, Bachelors,13, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40.0, United-States, <=50K
15900,45, Private,420537, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,25.0, United-States, <=50K
30096,31, Private,284343, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
27252,31, Private,202202, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,40.0, United-States, <=50K
24215,22, Private,741109, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,55.0, Peru, <=50K
32457,46, Private,287480, HS-grad,9, Separated, Exec-managerial, Not-in-family, White, Female,0,0,45.0, United-States, <=50K
26518,58, Private,213544, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40.0, United-States, <=50K
29718,35, Federal-gov,146644, Bachelors,13, Never-married, Sales, Own-child, Black, Female,0,0,60.0, United-States, <=50K
27356,60, Self-emp-inc,182511, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, United-States, >50K
4436,24, Private,266070, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
19158,67, Self-emp-inc,121611, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40.0, United-States, <=50K
8601,66, Self-emp-not-inc,139364, 10th,6, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,24.0, United-States, <=50K
29339,53, Private,430843, Assoc-voc,11, Divorced, Sales, Unmarried, White, Male,0,1602,40.0, United-States, <=50K
3661,23, Private,190709, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,16.0, United-States, <=50K
11782,29, Private,141506, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,40.0, United-States, <=50K
24847,27, Private,136986, HS-grad,9, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,45.0, United-States, <=50K
32515,21, Private,241189, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40.0, United-States, <=50K
23731,33, Federal-gov,174924, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,10.0, United-States, >50K
29276,41, Private,211596, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
25805,49, Private,173704, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
17085,33, Private,104050, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
4187,19, Private,177214, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40.0, United-States, <=50K
31932,23, Private,181970, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
22976,23, Private,630417, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
31351,17, Private,128876, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40.0, United-States, <=50K
31736,48, State-gov,164116, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, United-States, <=50K
16079,25, Private,414026, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40.0, United-States, <=50K
27511,28, Private,149416, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,35.0, United-States, <=50K
27958,34, ?,55899, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,35.0, United-States, <=50K
15619,58, Private,141978, 11th,7, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,60.0, United-States, <=50K
15931,35, Private,69122, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40.0, United-States, <=50K
16651,53, Private,898342, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40.0, United-States, >50K
687,49, Private,195146, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40.0, United-States, <=50K
5870,54, Private,26736, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50.0, United-States, <=50K
24396,54, Private,363383, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40.0, United-States, <=50K
28337,34, Private,77820, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50.0, United-States, >50K
26753,17, ?,104042, Some-college,10, Never-married, ?, Other-relative, White, Male,0,0,40.0, United-States, <=50K
20424,18, Private,82232, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,8.0, United-States, <=50K
6630,40, Private,189691, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45.0, United-States, >50K
3840,74, ?,294366, Bachelors,13, Widowed, ?, Not-in-family, White, Female,0,0,30.0, United-States, <=50K
17114,29, Self-emp-not-inc,116666, Bachelors,13, Never-married, Sales, Not-in-family, Black, Male,0,0,50.0, ?, <=50K
10503,67, Self-emp-inc,204219, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40.0, United-States, <=50K
5854,57, Local-gov,123344, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40.0, United-States, <=50K
28644,56, Self-emp-inc,20892, 9th,5, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,2051,24.0, United-States, <=50K
5874,35, Private,155818, 7th-8th,4, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,45.0, United-States, <=50K
28118,54, Private,138239, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40.0, United-States, >50K
20623,45, Private,258589, 11th,7, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40.0, United-States, <=50K
14939,32, Private,221776, 9th,5, Divorced, Other-service, Not-in-family, Black, Female,0,0,40.0, United-States, <=50K
28250,20, ?,140158, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40.0, United-States, <=50K
12601,37, Private,432601, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,20.0, United-States, >50K
17839,52, Private,61832, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40.0, United-States, >50K
13797,27, Private,81832, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,99.0, United-States, <=50K
4763,26, Private,121718, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,20.0, United-States, <=50K
25798,50, Private,231180, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,15.0, United-States, <=50K
18070,52, Private,224659, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40.0, United-States, <=50K
9105,45, State-gov,1318630, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,24.0, United-States, <=50K
1670,24, Private,241317, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,0,1602,40.0, United-States, <=50K
24240,36, Private,193689, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,38.0, United-States, <=50K
29991,56, Private,163665, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3411,0,38.0, United-States, <=50K
1576,34, Private,218490, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40.0, United-States, <=50K
13771,21, ?,384011, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,10.0, United-States, <=50K
9191,50, State-gov,369538, 7th-8th,4, Divorced, ?, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
22326,46, Private,624226, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40.0, United-States, <=50K
10194,28, Private,216563, Some-college,10, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40.0, United-States, <=50K
31711,19, Private,183887, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20.0, United-States, <=50K
5522,52, Private,92298, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60.0, United-States, <=50K
122,18, Private,91024, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,20.0, United-States, <=50K
31338,22, Private,170095, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,30.0, United-States, <=50K
30974,37, Private,298696, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
7688,25, Private,180052, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,35.0, United-States, <=50K
14796,57, Private,113277, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40.0, United-States, <=50K
18615,30, Private,141315, 12th,8, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
10895,56, Self-emp-not-inc,152047, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40.0, United-States, <=50K
25811,39, Self-emp-not-inc,638367, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,41.0, United-States, <=50K
13921,44, ?,628238, Some-college,10, Widowed, ?, Unmarried, Black, Male,0,0,20.0, United-States, <=50K
23546,35, Self-emp-not-inc,231844, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,35.0, United-States, <=50K
15450,47, Private,301035, Prof-school,15, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,50.0, United-States, <=50K
15039,20, Private,174461, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,3418,0,44.0, United-States, <=50K
7688,25, Private,319377, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40.0, United-States, <=50K
13469,41, Federal-gov,181973, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45.0, United-States, >50K
1413,19, Private,759767, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,40.0, United-States, <=50K
7410,29, Private,421023, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55.0, United-States, <=50K
5326,50, Self-emp-not-inc,112519, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40.0, United-States, >50K
20722,33, Private,178841, Bachelors,13, Separated, Adm-clerical, Unmarried, White, Female,0,0,35.0, United-States, <=50K
13006,44, Private,196721, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40.0, United-States, <=50K
29651,47, Private,91626, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,1485,40.0, United-States, >50K
8001,40, Private,150084, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40.0, United-States, >50K
14324,26, Private,151584, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45.0, United-States, <=50K
20227,25, Private,127772, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20.0, United-States, <=50K
25944,28, Local-gov,345409, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,30.0, United-States, <=50K
4090,61, Local-gov,192982, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,15.0, United-States, <=50K
20837,36, Self-emp-not-inc,294936, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1590,40.0, United-States, <=50K
19826,51, Self-emp-not-inc,470872, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,48.0, United-States, >50K
18540,47, Private,569334, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,20.0, United-States, <=50K
5829,40, Private,182977, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,40.0, Italy, <=50K
10846,24, Private,309700, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,4.0, ?, <=50K
9797,39, Private,152956, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1977,45.0, United-States, >50K
14481,37, Private,104039, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40.0, United-States, >50K
29845,72, ?,100175, Assoc-acdm,12, Married-civ-spouse, ?, Husband, White, Male,0,0,9.0, United-States, <=50K
26650,51, Private,318259, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40.0, United-States, >50K
15932,22, Private,13267, Some-college,10, Never-married, Sales, Other-relative, White, Female,0,0,42.0, United-States, <=50K
